0 0     -3.859900e+02 3.871200e+02
3 15645     -3.106900e+02 2.622600e+02
5 15645     5.585900e+02 1.816000e+02
11 15645     2.622600e+02 8.840027e+00
3 15646     -1.751300e+02 2.465900e+02
11 15646     4.138600e+02 1.423999e+01
14 15646     6.149900e+02 9.156000e+01
3 15647     -2.029800e+02 2.457700e+02
4 15647     1.881500e+02 -5.740699e+02
3 15648     -6.631000e+01 2.156400e+02
11 15648     5.461700e+02 3.460022e+00
14 15648     7.545800e+02 7.644000e+01
3 15649     -1.523300e+02 2.109300e+02
13 15649     4.656500e+02 4.273500e+02
14 15649     6.439800e+02 5.984998e+01
3 15650     -1.325000e+01 2.077600e+02
8 15650     1.999600e+02 4.396700e+02
3 15651     -6.743700e+02 2.024700e+02
11 15651     -8.945001e+01 -7.683002e+01
3 15652     -3.065400e+02 1.977500e+02
8 15652     -6.426001e+01 4.215600e+02
3 15653     -2.713300e+02 1.856600e+02
5 15653     6.010300e+02 1.099100e+02
8 15653     -3.278003e+01 4.129200e+02
13 15653     3.419399e+02 3.895900e+02
14 15653     4.967200e+02 1.931000e+01
3 15654     3.197100e+02 1.853300e+02
6 15654     3.989500e+02 7.522000e+02
3 15655     3.853600e+02 1.745500e+02
8 15655     5.067000e+02 3.902600e+02
3 15656     -7.811300e+02 1.697800e+02
11 15656     -1.775200e+02 -1.087200e+02
3 15657     -2.994100e+02 1.593800e+02
4 15657     1.362000e+02 -4.785000e+02
5 15657     5.646400e+02 8.077002e+01
6 15657     -3.419700e+02 8.370700e+02
8 15657     -5.652002e+01 3.895800e+02
13 15657     3.129301e+02 3.647900e+02
14 15657     4.620100e+02 -8.500000e+00
3 15658     -5.849700e+02 1.506800e+02
5 15658     2.458800e+02 4.873999e+01
8 15658     -3.053600e+02 3.724800e+02
11 15658     -9.229980e+00 -1.061600e+02
13 15658     5.360999e+01 3.243300e+02
14 15658     1.530400e+02 -4.617999e+01
3 15659     -6.484003e+01 1.505400e+02
8 15659     1.519600e+02 3.890700e+02
3 15660     -3.237000e+02 1.485600e+02
4 15660     1.297100e+02 -4.576300e+02
5 15660     5.345300e+02 6.715002e+01
6 15660     -3.738700e+02 8.162400e+02
3 15661     -1.720200e+02 1.446100e+02
8 15661     5.606000e+01 3.811800e+02
11 15661     4.186400e+02 -7.147998e+01
3 15662     -4.461300e+02 1.390900e+02
5 15662     3.934600e+02 4.727002e+01
11 15662     1.245100e+02 -1.037100e+02
14 15662     2.981300e+02 -4.384998e+01
3 15663     2.007500e+02 1.248700e+02
6 15663     2.669500e+02 7.319400e+02
3 15664     1.616200e+02 1.209000e+02
6 15664     2.195500e+02 7.332500e+02
8 15664     3.193700e+02 3.522500e+02
9 15664     1.127700e+02 4.808000e+02
3 15665     -5.869000e+01 1.132800e+02
6 15665     -1.202002e+01 8.409800e+02
11 15665     5.538700e+02 -8.481000e+01
13 15665     5.569399e+02 3.525300e+02
14 15665     7.576600e+02 -2.898999e+01
3 15666     -9.762000e+01 1.116200e+02
11 15666     5.063000e+02 -9.234003e+01
3 15667     -3.206700e+02 1.067500e+02
4 15667     1.066300e+02 -4.551000e+02
5 15667     5.351801e+02 2.760999e+01
8 15667     -7.516998e+01 3.470900e+02
11 15667     2.539000e+02 -1.161800e+02
14 15667     4.355000e+02 -6.172998e+01
3 15668     -7.177900e+02 9.948999e+01
14 15668     2.352002e+01 -1.023600e+02
3 15669     -1.667700e+02 9.053998e+01
6 15669     -1.574400e+02 7.821700e+02
9 15669     -1.773900e+02 4.462000e+02
3 15670     -8.788000e+01 8.541998e+01
6 15670     -5.246997e+01 7.942500e+02
8 15670     1.309600e+02 3.340200e+02
13 15670     5.220500e+02 3.252300e+02
3 15671     1.740600e+02 8.534003e+01
6 15671     2.323600e+02 6.852300e+02
9 15671     1.231900e+02 4.484200e+02
3 15672     1.704400e+02 7.654999e+01
6 15672     2.273100e+02 6.750500e+02
9 15672     1.202900e+02 4.383400e+02
3 15673     -9.781000e+01 7.659998e+01
5 15673     8.120200e+02 1.117999e+01
6 15673     -6.527002e+01 7.790300e+02
8 15673     1.224000e+02 3.261100e+02
9 15673     -1.148400e+02 4.345500e+02
13 15673     5.111600e+02 3.149700e+02
14 15673     7.038900e+02 -7.181000e+01
3 15674     -2.537800e+02 7.038000e+01
13 15674     3.521300e+02 2.947700e+02
3 15675     4.438101e+02 6.992999e+01
6 15675     5.379301e+02 5.838500e+02
7 15675     5.477700e+02 5.582400e+02
12 15675     6.174100e+02 5.958800e+02
3 15676     -5.464600e+02 6.097998e+01
5 15676     2.814200e+02 -3.245001e+01
11 15676     2.776001e+01 -1.705400e+02
14 15676     1.899600e+02 -1.232200e+02
3 15677     -4.965800e+02 5.919000e+01
11 15677     7.397998e+01 -1.678700e+02
3 15678     -1.542100e+02 5.010999e+01
5 15678     7.348101e+02 -2.119000e+01
13 15678     4.507000e+02 2.871500e+02
14 15678     6.309700e+02 -1.036600e+02
3 15679     1.129800e+02 4.081000e+01
8 15679     2.775500e+02 2.845900e+02
3 15680     -1.313100e+02 3.521002e+01
13 15680     4.730601e+02 2.767900e+02
14 15680     6.585900e+02 -1.165400e+02
3 15681     -8.965002e+01 3.441998e+01
5 15681     8.178199e+02 -3.410999e+01
6 15681     -5.346997e+01 7.262400e+02
8 15681     1.294400e+02 2.904600e+02
13 15681     5.161500e+02 2.794900e+02
14 15681     7.113900e+02 -1.147400e+02
3 15682     -3.546500e+02 2.781000e+01
4 15682     6.277002e+01 -4.186300e+02
5 15682     4.886100e+02 -5.338000e+01
6 15682     -4.025100e+02 6.555200e+02
8 15682     -1.035700e+02 2.804000e+02
9 15682     -3.449400e+02 3.819100e+02
11 15682     2.171900e+02 -1.833700e+02
13 15682     2.547000e+02 2.512000e+02
14 15682     3.928000e+02 -1.402000e+02
3 15683     -1.102900e+02 2.621997e+01
6 15683     -7.909000e+01 7.141700e+02
8 15683     1.101500e+02 2.851100e+02
9 15683     -1.229700e+02 3.900700e+02
3 15684     4.841600e+02 2.544000e+01
6 15684     5.789301e+02 5.224300e+02
8 15684     5.863300e+02 2.527900e+02
12 15684     6.579301e+02 5.355100e+02
3 15685     -1.280029e+00 2.466998e+01
6 15685     6.640002e+01 7.365300e+02
9 15685     -2.608002e+01 3.907800e+02
3 15686     -1.800000e+02 2.010999e+01
9 15686     -1.867000e+02 3.806700e+02
11 15686     4.085400e+02 -1.769200e+02
3 15687     4.830000e+02 1.694000e+01
8 15687     5.846500e+02 2.447900e+02
3 15688     -9.226001e+01 9.960022e+00
6 15688     -5.620001e+01 6.979400e+02
3 15689     -2.178003e+01 3.219971e+00
6 15689     3.828003e+01 7.042700e+02
8 15689     1.897800e+02 2.665600e+02
9 15689     -4.426001e+01 3.708000e+02
3 15690     -6.373999e+01 -6.090027e+00
9 15690     -8.134003e+01 3.609500e+02
13 15690     5.398000e+02 2.477100e+02
14 15690     7.425400e+02 -1.534900e+02
3 15691     -2.687600e+02 -6.770020e+00
8 15691     -2.875000e+01 2.553600e+02
3 15692     -2.687600e+02 -6.770020e+00
8 15692     -2.875000e+01 2.553600e+02
3 15693     2.400400e+02 -4.560999e+01
6 15693     3.019100e+02 5.142900e+02
8 15693     3.800700e+02 2.064100e+02
9 15693     1.825900e+02 3.302600e+02
12 15693     4.019700e+02 5.087500e+02
13 15693     7.413000e+02 1.038800e+02
3 15694     2.467400e+02 -4.648999e+01
6 15694     3.096200e+02 5.122200e+02
9 15694     1.890699e+02 3.295500e+02
12 15694     4.098101e+02 5.066000e+02
3 15695     -6.183100e+02 -4.804999e+01
8 15695     -3.254400e+02 2.109800e+02
3 15696     -2.929900e+02 -5.892999e+01
5 15696     5.460300e+02 -1.412800e+02
6 15696     -3.196000e+02 5.571100e+02
8 15696     -5.148999e+01 2.105700e+02
12 15696     -1.541600e+02 5.360700e+02
3 15697     -2.469300e+02 -7.988000e+01
8 15697     -8.510010e+00 1.960800e+02
9 15697     -2.421900e+02 2.899200e+02
3 15698     2.863500e+02 -8.992999e+01
7 15698     3.761200e+02 4.349900e+02
9 15698     2.226700e+02 2.905300e+02
12 15698     4.250800e+02 4.294200e+02
13 15698     7.506300e+02 3.317999e+01
3 15699     2.376600e+02 -9.897998e+01
6 15699     2.956400e+02 4.517000e+02
8 15699     3.766100e+02 1.609100e+02
9 15699     1.814600e+02 2.825300e+02
12 15699     3.969200e+02 4.480200e+02
3 15700     -1.201900e+02 -1.010900e+02
8 15700     1.015200e+02 1.803900e+02
9 15700     -1.288900e+02 2.755300e+02
3 15701     -2.264800e+02 -1.161200e+02
6 15701     -2.274600e+02 5.145900e+02
9 15701     -2.227000e+02 2.587000e+02
3 15702     6.608600e+02 -1.320100e+02
7 15702     7.146100e+02 2.883700e+02
3 15703     -5.375300e+02 -1.368500e+02
11 15703     3.428003e+01 -3.151000e+02
3 15704     4.808700e+02 -1.372400e+02
7 15704     5.435000e+02 3.359600e+02
10 15704     7.262100e+02 3.803000e+02
3 15705     5.572000e+02 -1.443200e+02
7 15705     6.128900e+02 3.073000e+02
10 15705     8.084700e+02 3.374100e+02
3 15706     1.788000e+01 -1.518200e+02
14 15706     5.843500e+02 -5.490000e+02
3 15707     5.389600e+02 -1.614600e+02
7 15707     5.931000e+02 2.967900e+02
9 15707     4.428700e+02 2.285400e+02
3 15708     1.939500e+02 -1.730800e+02
8 15708     2.830900e+02 6.982001e+01
3 15709     -3.141400e+02 -1.762200e+02
7 15709     -1.040700e+02 4.864300e+02
11 15709     2.570100e+02 -3.406600e+02
13 15709     2.825500e+02 9.838000e+01
3 15710     2.082400e+02 -1.949300e+02
6 15710     1.508600e+02 1.369700e+02
8 15710     2.926600e+02 4.976001e+01
12 15710     1.781900e+02 1.856000e+02
13 15710     5.301899e+02 -1.597100e+02
3 15711     3.414500e+02 -1.966600e+02
7 15711     4.094500e+02 3.189600e+02
8 15711     4.505699e+02 6.891000e+01
9 15711     2.696500e+02 1.964900e+02
10 15711     5.669900e+02 3.754500e+02
13 15711     7.819301e+02 -7.003003e+01
3 15712     -4.473000e+02 -2.001500e+02
6 15712     -4.975000e+02 3.660900e+02
8 15712     -1.784900e+02 9.522000e+01
3 15713     7.176600e+02 -2.051400e+02
7 15713     7.495300e+02 2.020100e+02
3 15714     -2.002200e+02 -2.244100e+02
8 15714     2.126001e+01 7.562000e+01
3 15715     -5.047998e+01 -2.430700e+02
5 15715     5.603199e+02 -5.756300e+02
7 15715     -1.503700e+02 1.873400e+02
8 15715     6.678998e+01 1.737000e+01
9 15715     -8.132001e+01 1.469700e+02
15 15715     -1.040600e+02 2.476700e+02
3 15716     5.470300e+02 -2.438400e+02
7 15716     5.839500e+02 2.175400e+02
3 15717     5.268900e+02 -2.492800e+02
9 15717     4.296400e+02 1.512600e+02
12 15717     6.717800e+02 2.104300e+02
3 15718     -4.667999e+01 -2.509000e+02
4 15718     -2.162900e+02 -3.745000e+02
8 15718     6.903003e+01 1.017001e+01
3 15719     -4.676001e+01 -2.775900e+02
7 15719     -1.562700e+02 1.515500e+02
13 15719     3.059900e+02 -1.853800e+02
3 15720     2.825200e+02 -2.847500e+02
10 15720     1.712200e+02 1.039400e+02
13 15720     5.738500e+02 -2.488600e+02
15 15720     2.770400e+02 9.626999e+01
3 15721     -1.684500e+02 -2.863100e+02
8 15721     -1.719000e+01 -7.410004e+00
9 15721     -1.790100e+02 1.073800e+02
3 15722     -5.456000e+01 -2.933600e+02
12 15722     -1.270500e+02 8.853998e+01
3 15723     -2.195300e+02 -2.938500e+02
8 15723     -5.085999e+01 -7.750000e+00
3 15724     2.262300e+02 -2.941600e+02
4 15724     -3.304600e+02 -5.320300e+02
3 15725     3.525300e+02 -2.962600e+02
8 15725     4.229900e+02 -3.697000e+01
3 15726     -1.752200e+02 -2.975400e+02
5 15726     4.597600e+02 -5.650601e+02
6 15726     -2.619600e+02 7.284003e+01
8 15726     -2.559998e+01 -1.773001e+01
10 15726     -2.162300e+02 2.531600e+02
12 15726     -2.121900e+02 1.254500e+02
3 15727     -9.584003e+01 -2.996900e+02
9 15727     -1.187800e+02 9.654999e+01
12 15727     -1.610400e+02 9.146002e+01
3 15728     4.705200e+02 -3.005400e+02
6 15728     5.257400e+02 1.574000e+02
3 15729     7.349900e+02 -3.154300e+02
7 15729     7.370400e+02 9.710001e+01
9 15729     6.035601e+02 9.403000e+01
3 15730     7.377500e+02 -3.188800e+02
7 15730     7.388400e+02 9.370001e+01
3 15731     2.384998e+01 -3.193700e+02
7 15731     -1.149600e+02 9.248001e+01
10 15731     -1.268400e+02 1.214400e+02
13 15731     3.437100e+02 -2.379500e+02
3 15732     7.447600e+02 -3.288100e+02
7 15732     7.428800e+02 8.245001e+01
9 15732     6.113000e+02 8.287000e+01
3 15733     -6.127000e+02 -3.377100e+02
9 15733     -6.444500e+02 1.684998e+01
3 15734     -6.023999e+01 -3.418100e+02
15 15734     -1.415000e+02 1.290800e+02
3 15735     -5.702800e+02 -3.475700e+02
9 15735     -6.018800e+02 1.182001e+01
3 15736     2.854800e+02 -3.492700e+02
7 15736     1.318500e+02 3.582001e+01
3 15737     -6.023400e+02 -3.503000e+02
9 15737     -6.316700e+02 7.070007e+00
3 15738     -2.385999e+01 -3.542900e+02
6 15738     -1.221700e+02 -4.163000e+01
13 15738     3.073800e+02 -2.515200e+02
3 15739     3.514001e+01 -3.562900e+02
13 15739     3.462700e+02 -2.687100e+02
15 15739     -6.885999e+01 6.617999e+01
3 15740     3.587600e+02 -3.574800e+02
7 15740     2.125100e+02 2.408002e+01
15 15740     3.670900e+02 -1.121997e+01
3 15741     7.386500e+02 -3.658800e+02
7 15741     7.279399e+02 5.309998e+01
3 15742     -3.669700e+02 -3.730100e+02
6 15742     -4.154500e+02 1.267900e+02
8 15742     -1.343500e+02 -4.937000e+01
9 15742     -3.377900e+02 3.003998e+01
13 15742     1.772400e+02 -9.482001e+01
14 15742     2.935200e+02 -5.703000e+02
3 15743     -6.004900e+02 -3.750700e+02
9 15743     -6.278300e+02 -1.447998e+01
3 15744     -6.089000e+02 -3.762300e+02
9 15744     -6.358700e+02 -1.591998e+01
3 15745     3.957001e+01 -3.862600e+02
6 15745     -6.221002e+01 -8.959998e+01
8 15745     1.282700e+02 -1.116200e+02
10 15745     -1.332600e+02 4.638000e+01
12 15745     -5.228998e+01 -3.525000e+01
3 15746     3.928003e+01 -3.922400e+02
4 15746     -3.253200e+02 -3.730600e+02
6 15746     -6.229999e+01 -9.785999e+01
8 15746     1.261300e+02 -1.166500e+02
12 15746     -5.500000e+01 -4.337000e+01
3 15747     4.022200e+02 -4.003300e+02
8 15747     4.470800e+02 -1.367300e+02
3 15748     4.487000e+02 -4.030500e+02
6 15748     4.009900e+02 -9.387000e+01
3 15749     -1.815500e+02 -4.235000e+02
8 15749     -5.322998e+01 -1.299300e+02
3 15750     9.622998e+01 -4.258800e+02
6 15750     -7.580017e+00 -1.412800e+02
13 15750     3.715100e+02 -3.400500e+02
3 15751     7.027200e+02 -4.294100e+02
7 15751     6.816899e+02 1.246997e+01
3 15752     3.871000e+02 -4.379500e+02
6 15752     3.087600e+02 -1.573500e+02
7 15752     1.893600e+02 -7.464001e+01
10 15752     2.010800e+02 -1.029200e+02
15 15752     3.133300e+02 -1.477300e+02
3 15753     6.877600e+02 -4.380800e+02
7 15753     6.670400e+02 1.022998e+01
12 15753     8.188199e+02 -1.846997e+01
3 15754     3.758199e+02 -4.455500e+02
6 15754     2.974700e+02 -1.657900e+02
7 15754     1.772600e+02 -7.933002e+01
9 15754     2.878000e+02 -2.160999e+01
10 15754     1.874300e+02 -1.094200e+02
3 15755     2.982200e+02 -4.474500e+02
4 15755     -4.577900e+02 -5.299200e+02
7 15755     9.700000e+01 -7.265997e+01
8 15755     3.424400e+02 -1.771000e+02
3 15756     -8.275000e+01 -4.537900e+02
8 15756     2.022998e+01 -1.631800e+02
3 15757     -1.473100e+02 -4.550699e+02
6 15757     -2.546800e+02 -1.466500e+02
9 15757     -1.596400e+02 -3.809998e+01
12 15757     -2.385600e+02 -8.464001e+01
3 15758     -6.842999e+01 -4.584200e+02
8 15758     3.007001e+01 -1.680900e+02
3 15759     3.377100e+02 -4.595601e+02
4 15759     -4.832600e+02 -5.587900e+02
3 15760     3.118500e+02 -4.614301e+02
8 15760     3.515800e+02 -1.900600e+02
3 15761     1.404900e+02 -4.703700e+02
8 15761     2.019500e+02 -1.901700e+02
3 15762     6.633002e+01 -4.910900e+02
8 15762     1.374100e+02 -2.031500e+02
3 15763     6.633002e+01 -4.910900e+02
6 15763     -4.621997e+01 -2.152900e+02
7 15763     -1.244800e+02 -8.157001e+01
8 15763     1.374100e+02 -2.031500e+02
12 15763     -4.894000e+01 -1.625000e+02
13 15763     3.321300e+02 -3.873500e+02
15 15763     -1.065100e+02 -1.192900e+02
3 15764     6.190800e+02 -4.960601e+02
12 15764     7.106700e+02 -8.802002e+01
3 15765     3.090300e+02 -5.032900e+02
7 15765     9.839001e+01 -1.206300e+02
10 15765     9.259998e+01 -1.452900e+02
3 15766     -3.845001e+01 -5.122800e+02
6 15766     -1.499700e+02 -2.219399e+02
12 15766     -1.470200e+02 -1.641700e+02
3 15767     4.596002e+01 -5.147500e+02
6 15767     -6.516998e+01 -2.326300e+02
3 15768     -1.345300e+02 -5.174200e+02
6 15768     -2.387600e+02 -2.028900e+02
3 15769     2.982001e+01 -5.200500e+02
8 15769     1.084000e+02 -2.229400e+02
3 15770     -1.994000e+02 -5.249000e+02
9 15770     -1.995200e+02 -9.694000e+01
3 15771     1.142100e+02 -5.292100e+02
8 15771     1.748500e+02 -2.384300e+02
3 15772     -4.988600e+02 -5.368400e+02
4 15772     -2.244000e+02 -1.835300e+02
15 15772     -3.908800e+02 1.593300e+02
3 15773     6.252200e+02 -5.512000e+02
7 15773     5.245800e+02 -1.099100e+02
9 15773     4.990400e+02 -1.029800e+02
15 15773     8.506899e+02 -2.184100e+02
3 15774     2.753003e+01 -5.664800e+02
6 15774     -8.251001e+01 -2.740300e+02
8 15774     1.064700e+02 -2.589400e+02
9 15774     -9.330017e+00 -1.277400e+02
3 15775     -1.599731e-01 -5.810800e+02
6 15775     -1.086600e+02 -2.799800e+02
7 15775     -1.647000e+02 -1.237900e+02
8 15775     8.476001e+01 -2.679600e+02
9 15775     -3.150000e+01 -1.373100e+02
3 15776     -1.169500e+02 -5.837000e+02
9 15776     -1.299100e+02 -1.435700e+02
3 15777     -4.969971e+00 -5.880900e+02
8 15777     8.153003e+01 -2.729400e+02
9 15777     -3.578998e+01 -1.463900e+02
12 15777     -1.068900e+02 -2.327900e+02
3 15778     -1.154000e+02 -5.895400e+02
6 15778     -2.178400e+02 -2.717600e+02
3 15779     -4.436300e+02 -5.898000e+02
7 15779     -3.887200e+02 1.835999e+01
9 15779     -3.959200e+02 -1.534100e+02
15 15779     -3.800800e+02 7.012000e+01
3 15780     -1.191500e+02 -5.938400e+02
9 15780     -1.309100e+02 -1.524300e+02
3 15781     -4.528900e+02 -6.041899e+02
4 15781     -2.693800e+02 -1.750700e+02
8 15781     -2.337400e+02 -2.405800e+02
9 15781     -4.034700e+02 -1.650400e+02
13 15781     4.334003e+01 -2.984000e+02
3 15782     1.444300e+02 -6.090400e+02
9 15782     9.031000e+01 -1.601200e+02
3 15783     -3.411200e+02 4.360200e+02
4 15783     3.210300e+02 -5.131100e+02
14 15783     4.558101e+02 2.902500e+02
3 15784     -4.753000e+02 3.016800e+02
4 15784     2.235100e+02 -3.759900e+02
5 15784     3.866600e+02 2.196200e+02
11 15784     1.207900e+02 3.567001e+01
13 15784     1.640699e+02 4.740600e+02
14 15784     2.864301e+02 1.215400e+02
3 15785     -4.717800e+02 2.976600e+02
11 15785     1.225000e+02 3.235001e+01
13 15785     1.664900e+02 4.707300e+02
14 15785     2.893600e+02 1.173900e+02
3 15786     -7.410800e+02 2.738000e+02
11 15786     -1.258500e+02 -1.859998e+01
3 15787     -1.895900e+02 2.461200e+02
13 15787     4.270000e+02 4.517400e+02
14 15787     5.967000e+02 8.873001e+01
3 15788     -2.238400e+02 2.105500e+02
4 15788     1.649900e+02 -5.510800e+02
5 15788     6.643400e+02 1.380100e+02
8 15788     1.042999e+01 4.334200e+02
3 15789     -1.625300e+02 2.110100e+02
11 15789     4.314200e+02 -1.366998e+01
14 15789     6.308500e+02 5.835999e+01
3 15790     1.325100e+02 2.089000e+02
6 15790     1.870400e+02 8.519400e+02
9 15790     8.567999e+01 5.620000e+02
3 15791     -7.566300e+02 1.947700e+02
13 15791     -8.494000e+01 3.384900e+02
14 15791     -9.659973e+00 -2.417999e+01
3 15792     1.616500e+02 1.930600e+02
9 15792     1.129800e+02 5.478800e+02
11 15792     6.316899e+02 -1.153600e+02
3 15793     4.018400e+02 1.812200e+02
6 15793     4.981700e+02 7.311700e+02
8 15793     5.218199e+02 3.955700e+02
9 15793     3.289800e+02 5.389500e+02
3 15794     -6.704300e+02 1.691300e+02
14 15794     6.979999e+01 -3.865002e+01
3 15795     -2.975300e+02 1.690700e+02
13 15795     3.142000e+02 3.718100e+02
3 15796     -1.012600e+02 1.529400e+02
13 15796     5.146100e+02 3.824900e+02
3 15797     -2.051500e+02 1.523800e+02
4 15797     1.296800e+02 -5.582300e+02
5 15797     6.797600e+02 8.131000e+01
6 15797     -2.140600e+02 8.514600e+02
8 15797     2.596002e+01 3.863800e+02
11 15797     3.812200e+02 -6.917999e+01
13 15797     4.057100e+02 3.682600e+02
14 15797     5.738400e+02 -6.510010e+00
3 15798     1.332500e+02 1.477600e+02
6 15798     1.864700e+02 7.730700e+02
9 15798     8.753998e+01 5.048200e+02
11 15798     6.070699e+02 -1.522600e+02
13 15798     6.731000e+02 2.971800e+02
3 15799     -6.511600e+02 1.449200e+02
8 15799     -3.603100e+02 3.638600e+02
3 15800     1.653900e+02 1.390000e+02
6 15800     2.247300e+02 7.569200e+02
8 15800     3.238300e+02 3.670700e+02
9 15800     1.164500e+02 4.966400e+02
11 15800     6.329700e+02 -1.681200e+02
3 15801     -2.238400e+02 1.345200e+02
4 15801     1.188400e+02 -5.388300e+02
5 15801     6.543500e+02 6.090002e+01
6 15801     -2.385400e+02 8.222300e+02
8 15801     9.239990e+00 3.708000e+02
3 15802     -1.008100e+02 1.279100e+02
6 15802     -6.363000e+01 8.472500e+02
8 15802     1.236000e+02 3.689600e+02
11 15802     5.084900e+02 -7.740997e+01
3 15803     -7.080017e+00 1.156500e+02
6 15803     6.113000e+01 8.533200e+02
8 15803     2.049200e+02 3.603800e+02
3 15804     1.937400e+02 1.120200e+02
6 15804     2.571200e+02 7.156600e+02
8 15804     3.465200e+02 3.429400e+02
9 15804     1.416100e+02 4.720800e+02
11 15804     6.552500e+02 -2.019200e+02
3 15805     -3.029100e+02 1.047800e+02
4 15805     1.030400e+02 -4.683400e+02
5 15805     5.557200e+02 2.406000e+01
6 15805     -3.418600e+02 7.632400e+02
8 15805     -5.953003e+01 3.432300e+02
11 15805     2.730100e+02 -1.182400e+02
13 15805     3.069000e+02 3.177500e+02
3 15806     -8.496002e+01 1.043300e+02
6 15806     -4.808002e+01 8.200700e+02
8 15806     1.333500e+02 3.504400e+02
3 15807     1.188600e+02 9.717999e+01
6 15807     1.669600e+02 7.102800e+02
8 15807     2.835000e+02 3.329700e+02
3 15808     -4.737800e+02 8.778998e+01
4 15808     9.983002e+01 -3.414700e+02
6 15808     -5.644400e+02 7.000600e+02
8 15808     -2.078900e+02 3.230800e+02
11 15808     9.676001e+01 -1.454800e+02
3 15809     -9.794000e+01 8.735999e+01
6 15809     -6.704999e+01 7.939800e+02
3 15810     2.194700e+02 8.221002e+01
6 15810     2.857700e+02 6.732300e+02
8 15810     3.666900e+02 3.163100e+02
9 15810     1.647300e+02 4.452800e+02
3 15811     2.188300e+02 6.888000e+01
8 15811     3.670700e+02 3.061100e+02
9 15811     1.636300e+02 4.349500e+02
3 15812     -7.000000e+00 4.927002e+01
6 15812     5.846997e+01 7.670800e+02
9 15812     -3.217999e+01 4.123900e+02
13 15812     6.066000e+02 3.007800e+02
14 15812     8.219000e+02 -9.122998e+01
3 15813     -8.981000e+01 4.135999e+01
5 15813     8.184600e+02 -2.559003e+01
6 15813     -5.352002e+01 7.368800e+02
8 15813     1.293200e+02 2.975800e+02
9 15813     -1.062300e+02 4.037500e+02
11 15813     5.149900e+02 -1.512100e+02
13 15813     5.165699e+02 2.860600e+02
3 15814     -5.827002e+01 3.425000e+01
14 15814     7.517700e+02 -1.115900e+02
3 15815     -8.165997e+01 2.791998e+01
14 15815     7.210601e+02 -1.198200e+02
3 15816     -4.690002e+01 2.588000e+01
8 15816     1.654100e+02 2.850900e+02
9 15816     -6.735999e+01 3.904400e+02
13 15816     5.591300e+02 2.762500e+02
3 15817     -2.110700e+02 2.206000e+01
4 15817     5.063000e+01 -5.329600e+02
6 15817     -2.149400e+02 6.810800e+02
9 15817     -2.154000e+02 3.802300e+02
3 15818     -1.055800e+02 1.417999e+01
8 15818     1.156600e+02 2.750900e+02
9 15818     -1.195600e+02 3.787800e+02
13 15818     4.982500e+02 2.620700e+02
3 15819     1.170800e+02 1.183002e+01
6 15819     1.629700e+02 6.033200e+02
12 15819     2.734600e+02 5.904900e+02
13 15819     6.433000e+02 1.796100e+02
14 15819     8.763000e+02 -2.407000e+02
3 15820     -1.495200e+02 4.809998e+00
4 15820     3.753998e+01 -5.854700e+02
6 15820     -1.323700e+02 6.773800e+02
9 15820     -1.590700e+02 3.688300e+02
13 15820     4.524301e+02 2.504800e+02
14 15820     6.339600e+02 -1.475800e+02
3 15821     4.869700e+02 3.619995e+00
8 15821     5.873000e+02 2.329900e+02
3 15822     -2.940000e+02 -1.302002e+01
4 15822     3.677002e+01 -4.603400e+02
8 15822     -5.039001e+01 2.475100e+02
13 15822     3.104000e+02 2.250700e+02
3 15823     1.584400e+02 -2.040002e+01
7 15823     3.048800e+02 5.584400e+02
8 15823     3.139400e+02 2.307500e+02
9 15823     1.113300e+02 3.520700e+02
11 15823     6.221500e+02 -3.165800e+02
12 15823     3.168700e+02 5.476200e+02
13 15823     6.736500e+02 1.438000e+02
3 15824     1.584400e+02 -2.040002e+01
8 15824     3.139400e+02 2.307500e+02
13 15824     6.736500e+02 1.438000e+02
3 15825     3.723500e+02 -4.578003e+01
7 15825     4.587700e+02 4.542400e+02
9 15825     2.985100e+02 3.299200e+02
3 15826     1.970000e+02 -4.707001e+01
8 15826     3.421700e+02 2.080100e+02
3 15827     -2.387400e+02 -4.929999e+01
9 15827     -2.369700e+02 3.182100e+02
13 15827     3.599301e+02 1.999800e+02
14 15827     5.218199e+02 -2.059600e+02
3 15828     2.405200e+02 -5.325000e+01
6 15828     3.028500e+02 5.040600e+02
8 15828     3.806800e+02 1.991800e+02
9 15828     1.829900e+02 3.228500e+02
12 15828     4.030200e+02 4.983800e+02
3 15829     2.023900e+02 -5.650000e+01
6 15829     2.575600e+02 5.069000e+02
7 15829     3.394500e+02 5.118300e+02
8 15829     3.491700e+02 1.986900e+02
9 15829     1.500800e+02 3.196700e+02
12 15829     3.613700e+02 4.998900e+02
3 15830     -3.795001e+01 -6.932001e+01
8 15830     1.739800e+02 2.063000e+02
9 15830     -5.684003e+01 3.055100e+02
3 15831     -4.619800e+02 -7.188000e+01
5 15831     3.611000e+02 -1.505600e+02
6 15831     -5.292500e+02 5.119300e+02
3 15832     1.784800e+02 -9.113000e+01
6 15832     2.280000e+02 4.711800e+02
8 15832     3.283800e+02 1.702300e+02
3 15833     1.784800e+02 -9.113000e+01
8 15833     3.283800e+02 1.702300e+02
3 15834     -4.940002e+01 -9.366998e+01
7 15834     1.968500e+02 5.831300e+02
8 15834     1.642600e+02 1.862800e+02
13 15834     5.450000e+02 1.751700e+02
14 15834     7.528500e+02 -2.422600e+02
